DateTime,Date,demand
2018-01-16 09:00:00,20180116T09Z,7482.573893443173
2018-01-16 10:00:00,20180116T10Z,7735.963667100478
2018-01-16 11:00:00,20180116T11Z,8140.168247621858
2018-01-16 12:00:00,20180116T12Z,8745.865589738773
2018-01-16 13:00:00,20180116T13Z,9512.130197362241
2018-01-16 14:00:00,20180116T14Z,10037.892208820254
2018-01-16 15:00:00,20180116T15Z,10297.899722270671
2018-01-16 16:00:00,20180116T16Z,10513.672869735552
2018-01-16 17:00:00,20180116T17Z,10617.466893859095
2018-01-16 18:00:00,20180116T18Z,10649.858988635906
2018-01-16 19:00:00,20180116T19Z,10586.64215850697
2018-01-16 20:00:00,20180116T20Z,10436.87225792602
2018-01-16 21:00:00,20180116T21Z,10241.12648088766
2018-01-16 22:00:00,20180116T22Z,10171.98851515436
2018-01-16 23:00:00,20180116T23Z,10266.72668482417
2018-01-17 00:00:00,20180117T00Z,10592.389143064145
2018-01-17 01:00:00,20180117T01Z,10973.08333221526
2018-01-17 02:00:00,20180117T02Z,11028.289214173587
2018-01-17 03:00:00,20180117T03Z,10927.8040599466
2018-01-17 04:00:00,20180117T04Z,10694.789958810192
2018-01-17 05:00:00,20180117T05Z,10295.461607610052
2018-01-17 06:00:00,20180117T06Z,9997.14086377846
2018-01-17 07:00:00,20180117T07Z,9838.663410838151
2018-01-17 08:00:00,20180117T08Z,9804.355654542283
2018-01-17 09:00:00,20180117T09Z,9847.196812150321
2018-01-17 10:00:00,20180117T10Z,9971.366508794761
2018-01-17 11:00:00,20180117T11Z,10245.131954972965
2018-01-17 12:00:00,20180117T12Z,10693.048448338319
2018-01-17 13:00:00,20180117T13Z,11258.342747507815
2018-01-17 14:00:00,20180117T14Z,11445.903425328377
2018-01-17 15:00:00,20180117T15Z,11254.685575516885
2018-01-17 16:00:00,20180117T16Z,10939.298029060952
2018-01-17 17:00:00,20180117T17Z,10544.49760508768
2018-01-17 18:00:00,20180117T18Z,10085.957897843908
2018-01-17 19:00:00,20180117T19Z,9658.765379093824
2018-01-17 20:00:00,20180117T20Z,9255.43155380838
2018-01-17 21:00:00,20180117T21Z,8901.034172782525
